# ----------------------------------------,,
# Desktop,,
# Top Conversion Paths,,
# 20140601-20150121,,
# ----------------------------------------,,
,,
MCF Channel Grouping Path,Conversions,Conversion Value
Display > Display > Display > Display > Display > Display > Display > Display > Display,35,"$1,764.02 "
Display > Display > Display > Other Advertising,35,"$2,831.49 "
Referral > Referral > Direct > Direct > Direct > Direct,35,"$4,991.54 "
Referral > Referral > Referral > Referral > Direct,35,"$4,119.09 "
Organic Search > (unavailable) > Organic Search > Direct,35,"$3,929.68 "
Organic Search > Direct > Paid Search > Direct > Other Advertising,35,"$4,560.19 "
Organic Search > Direct > Paid Search > Paid Search > Paid Search > Direct,35,"$4,161.41 "
Organic Search > Direct > Direct > Direct > Direct > Paid Search > Direct,35,"$4,201.25 "
Organic Search > Direct > Direct > Direct > Direct > Email,35,"$3,821.98 "
Organic Search > Direct > Organic Search > Paid Search > Paid Search,35,"$3,426.86 "
Organic Search > Paid Search > Paid Search > Direct > Direct > Paid Search,35,"$3,396.67 "
Organic Search > Paid Search > Other Advertising > Direct > Direct,35,"$2,623.88 "
Other Advertising > Email > Direct > Direct,35,"$3,782.66 "
Other Advertising > Organic Search > Paid Search > Other Advertising,35,"$2,554.75 "
Other Advertising > Other Advertising > Direct > Direct > Direct > Other Advertising,35,"$4,799.29 "
Paid Search > (unavailable) > (unavailable) > (unavailable) > (unavailable) > (unavailable),34,"$3,285.30 "
Paid Search > (unavailable) > Organic Search > Direct,34,"$4,245.97 "
Paid Search > Direct > Paid Search > Display > Direct > Direct,34,"$4,069.40 "
Paid Search > Direct > Paid Search > Paid Search > Paid Search > Display,34,"$2,772.55 "
Paid Search > Direct > Direct > Direct > Direct > Direct > Paid Search > Direct > Direct > Direct,34,"$4,106.63 "
Paid Search > Direct > Direct > Direct > Direct > Other Advertising > Direct,34,"$3,192.71 "
Paid Search > Direct > Display > Paid Search > Display,34,"$2,909.71 "
Paid Search > Display > Direct > Direct > Other Advertising,34,"$4,069.34 "
Paid Search > Display > Direct > Paid Search > Display,34,"$2,981.28 "
Paid Search > Referral > Paid Search > Display,34,"$2,681.45 "
Paid Search > Paid Search > (unavailable) > (unavailable) > Paid Search,34,"$4,190.22 "
Paid Search > Paid Search > (unavailable) > Paid Search > Direct,34,"$2,386.76 "
Paid Search > Paid Search > Direct > Direct > Organic Search > Direct,34,"$7,596.61 "
Paid Search > Paid Search > Direct > Organic Search > Organic Search,34,"$5,251.10 "
Paid Search > Paid Search > Display > Display > Display > Paid Search > Paid Search,34,"$3,074.97 "
Paid Search > Paid Search > Display > Paid Search > Paid Search > Display,34,"$4,081.21 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search > Paid Search,34,"$3,824.18 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Display > Display > Paid Search,34,"$2,870.88 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Other Advertising,34,"$4,115.00 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search > Paid Search,34,"$2,528.78 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Direct,34,"$4,329.07 "
Paid Search > Paid Search > Paid Search > Direct > Paid Search > Paid Search > Direct > Paid Search,34,"$3,226.64 "
Paid Search > Paid Search > Paid Search > Organic Search > Organic Search > Direct,34,"$3,311.08 "
Paid Search > Organic Search > Direct > Organic Search > Paid Search,34,"$2,611.80 "
Paid Search > Organic Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct,34,"$3,753.47 "
Paid Search > Organic Search > Paid Search > Paid Search > Organic Search > Direct,34,"$4,021.30 "
Paid Search > Organic Search > Paid Search > Other Advertising > Direct,34,"$3,316.82 "
Paid Search > Organic Search > Organic Search > Organic Search > Paid Search,34,"$6,140.88 "
(unavailable) > Direct > Paid Search > Direct,34,"$4,354.78 "
(unavailable) > Direct > Other Advertising > Other Advertising,34,"$3,547.75 "
(unavailable) > Display > (unavailable),34,"$2,062.76 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Referral,34,"$2,929.62 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Organic Search,34,"$3,272.58 "
Direct > Direct > Direct > Direct > Direct > Email > Direct > Direct > Direct > Direct > Direct,34,"$2,993.87 "
Direct > Direct > Direct > Email > Paid Search,34,"$3,509.75 "
Direct > Direct > Direct > Display > Direct > Direct > Other Advertising,34,"$3,781.11 "
Direct > Direct > Direct > Display > Organic Search,34,"$3,071.12 "
Direct > Direct > Display > Display > Direct > Direct > Direct > Direct,34,"$2,903.58 "
Direct > Direct > Paid Search > Direct > Direct > Display,34,"$3,202.20 "
Direct > Direct > Paid Search > Direct > Paid Search > Direct > Direct > Direct,34,"$4,314.88 "
Direct > Direct > Paid Search > Display > Direct > Direct,34,"$2,964.20 "
Direct > Direct > Other Advertising > Direct > Paid Search,34,"$3,007.91 "
Direct > Email > Email > Direct > Direct > Direct > Direct > Direct,34,"$3,634.92 "
Direct > Email > Email > Email > Paid Search,34,"$2,413.69 "
Direct > Paid Search > Paid Search > Organic Search > Paid Search > Paid Search,34,"$3,421.37 "
Direct > Paid Search > Direct > Direct > Direct > Paid Search > Direct > Direct,34,"$3,070.92 "
Direct > Paid Search > Direct > Direct > Organic Search > Direct,34,"$3,052.91 "
Direct > Paid Search > Direct > Direct > Other Advertising > Direct,34,"$3,034.03 "
Direct > Paid Search > Direct > Display > Direct > Direct > Direct,34,"$3,303.75 "
Direct > Paid Search > Direct > Paid Search > Direct > Direct > Paid Search,34,"$2,975.22 "
Direct > Paid Search > Email > Direct > Email,34,"$2,863.95 "
Direct > Paid Search > Display > Direct > Paid Search,34,"$2,854.66 "
Direct > Organic Search > Paid Search > Paid Search > Organic Search,34,"$4,200.73 "
Direct > Organic Search > Display > Direct > Direct,34,"$3,094.06 "
Email > Email > Display > Display > Display,34,"$2,195.81 "
Email > Email > Paid Search > Direct > Paid Search,34,"$3,370.36 "
Email > Email > Organic Search > Email > Email,34,"$2,715.11 "
Email > Display > Direct > Direct > Direct > Direct,34,"$3,167.25 "
Email > Display > Display > Email > Direct,34,"$2,907.89 "
Email > Paid Search > (unavailable),34,"$3,544.35 "
Email > Organic Search > Direct > Paid Search,34,"$2,827.35 "
Display > Direct > Display > Direct > Direct > Direct > Direct,34,"$3,787.64 "
Display > Display > Direct > Display > Display,34,"$1,796.38 "
Display > Display > Display > Display > Display > Display > Display > Display,34,"$2,653.77 "
Display > Referral > Display,34,"$2,558.80 "
Display > Paid Search > Direct > Display,34,"$3,136.52 "
Display > Other Advertising > Direct > Direct,34,"$3,349.87 "
Referral > Direct > Direct > Organic Search,34,"$3,615.25 "
Referral > Email > Paid Search,34,"$3,021.26 "
Organic Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,34,"$3,721.45 "
Organic Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,34,"$5,225.81 "
Organic Search > Direct > Direct > Direct > Direct > Organic Search > Direct > Direct,34,"$3,341.43 "
Organic Search > Direct > Direct > Direct > Organic Search > Direct > Direct > Direct,34,"$3,662.58 "
Organic Search > Direct > Organic Search > Paid Search > Direct,34,"$2,576.88 "
Organic Search > Paid Search > Direct > Direct > Organic Search > Direct,34,"$3,412.40 "
Organic Search > Paid Search > Display > Other Advertising,34,"$2,545.30 "
Organic Search > Paid Search > Referral > Organic Search,34,"$3,167.18 "
Organic Search > Paid Search > Paid Search > Organic Search > Paid Search > Paid Search > Paid Search,34,"$2,381.13 "
Organic Search > Organic Search > Direct > Other Advertising > Organic Search,34,"$2,955.30 "
Organic Search > Organic Search > Paid Search > Direct > Organic Search,34,"$3,770.06 "
Social Network > Paid Search > Paid Search,34,"$2,340.80 "
Other Advertising > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising,34,"$5,566.02 "
Other Advertising > Paid Search > Paid Search > Other Advertising > Other Advertising,34,"$3,117.24 "
Paid Search > Direct > Paid Search > Direct > Paid Search > Direct > Direct > Direct,33,"$2,935.42 "
Paid Search > Direct > Paid Search > Paid Search > Paid Search > Other Advertising,33,"$3,093.17 "
Paid Search > Email > Direct > Direct > Direct > Direct > Direct,33,"$4,121.32 "
Paid Search > Display > Display > Display > Direct > Direct,33,"$2,751.30 "
Paid Search > Referral > Referral > Referral,33,"$2,848.33 "
Paid Search > Referral > Other Advertising > Referral,33,"$4,213.87 "
Paid Search > Paid Search > Direct > Paid Search > Paid Search > Direct > Paid Search > Paid Search,33,"$3,432.71 "
Paid Search > Paid Search > Display > Organic Search > Direct,33,"$2,420.99 "
Paid Search > Paid Search > Display > Organic Search > Paid Search,33,"$2,277.70 "
Paid Search > Paid Search > Paid Search > Direct > Paid Search > Direct > Paid Search > Paid Search,33,"$2,844.82 "
Paid Search > Paid Search > Paid Search > Email > Direct > Direct,33,"$2,453.83 "
Paid Search > Paid Search > Paid Search > Other Advertising > Other Advertising > Other Advertising > Other Advertising,33,"$3,751.01 "
Paid Search > Paid Search > Organic Search > Paid Search > Organic Search > Paid Search > Paid Search,33,"$2,628.83 "
Paid Search > Paid Search > Other Advertising > Other Advertising > Organic Search,33,"$2,400.61 "
Paid Search > Organic Search > Direct > Organic Search > Direct > Direct,33,"$3,888.99 "
Paid Search > Other Advertising > Other Advertising > Paid Search > Other Advertising > Other Advertising,33,"$3,831.88 "
(unavailable) > Organic Search > Paid Search > Paid Search,33,"$3,062.62 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,33,"$3,228.92 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Display,33,"$2,326.50 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Paid Search > Direct > Direct > Direct > Direct > Direct,33,"$3,131.97 "
Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising > Other Advertising > Other Advertising,33,"$3,602.73 "
Direct > Direct > Direct > Direct > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,33,"$3,071.63 "
Direct > Direct > Direct > Display > Direct > Direct > Display,33,"$3,658.79 "
Direct > Direct > Direct > Display > Display > Display > Direct > Direct,33,"$3,198.09 "
Direct > Direct > Email > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,33,"$3,971.52 "
Direct > Direct > Email > Email > Direct > Email,33,"$3,131.21 "
Direct > Direct > Referral > Referral > Direct > Direct,33,"$3,044.88 "
Direct > Direct > Paid Search > Direct > Direct > Paid Search > Direct > Direct,33,"$3,532.88 "
Direct > Direct > Paid Search > Paid Search > Display,33,"$2,672.08 "
Direct > Display > Direct > Direct > Organic Search,33,"$3,122.94 "
Direct > Display > Display > Direct > Paid Search,33,"$2,716.71 "
Direct > Referral > Direct > Display > Direct,33,"$2,475.63 "
Direct > Paid Search > Paid Search > Other Advertising > Paid Search,33,"$2,895.15 "
Direct > Paid Search > Direct > (unavailable),33,"$2,574.95 "
Direct > Paid Search > Display > Organic Search,33,"$2,539.41 "
Direct > Paid Search > Organic Search > Direct > Direct > Direct > Direct,33,"$2,777.78 "
Direct > Organic Search > Direct > Paid Search > Direct > Direct,33,"$4,613.54 "
Direct > Other Advertising > Paid Search > Paid Search > Other Advertising,33,"$2,882.65 "
Direct > Other Advertising > Paid Search > Other Advertising > Direct,33,"$2,983.97 "
Direct > Other Advertising > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,33,"$4,194.27 "
Direct > Other Advertising > Direct > Direct > Referral,33,"$3,151.76 "
Direct > Other Advertising > Direct > Direct > Paid Search,33,"$2,785.49 "
Direct > Other Advertising > Other Advertising > Display,33,"$2,503.74 "
Email > Direct > Paid Search > Direct > Paid Search,33,"$3,007.81 "
Email > Direct > Direct > Email > Paid Search,33,"$2,715.74 "
Email > Direct > Email > Direct > Direct > Direct > Email,33,"$3,104.85 "
Email > Email > Direct > Other Advertising > Other Advertising,33,"$3,622.96 "
Email > Email > Email > Email > Email > Direct > Email > Direct,33,"$2,770.61 "
Email > Email > Email > Display > Email > Direct,33,"$2,772.85 "
Email > Organic Search > Organic Search > Email,33,"$2,211.27 "
Display > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,33,"$10,218.48 "
Display > Direct > Direct > Display > Display,33,"$2,372.22 "
Display > Display > Direct > Direct > Display,33,"$3,447.17 "
Display > Display > Paid Search > Paid Search > Paid Search > Paid Search,33,"$3,055.80 "
Display > Paid Search > Direct > Direct > Direct > Direct,33,"$3,927.78 "
Referral > Email > Email > Email,33,"$2,421.57 "
Organic Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising,33,"$3,168.89 "
Organic Search > Direct > Direct > Paid Search > Paid Search > Direct,33,"$4,337.66 "
Organic Search > Direct > Organic Search > Direct > Direct > Direct > Direct > Direct > Direct,33,"$3,288.75 "
Organic Search > Email > Direct > Other Advertising,33,"$3,517.67 "
Organic Search > Email > Paid Search > Email,33,"$3,004.47 "
Organic Search > Display > Display > Direct > Direct,33,"$2,898.21 "
Organic Search > Referral > Paid Search > Organic Search,33,"$2,890.56 "
Organic Search > Referral > Organic Search > Organic Search,33,"$2,766.56 "
Organic Search > Paid Search > Display > Direct > Direct,33,"$4,439.15 "
Organic Search > Paid Search > Paid Search > Paid Search > Paid Search > Other Advertising,33,"$3,689.40 "
Organic Search > Paid Search > Paid Search > Paid Search > Organic Search > Direct,33,"$3,746.55 "
Organic Search > Paid Search > Paid Search > Direct > Other Advertising,33,"$3,158.72 "
Organic Search > Paid Search > Organic Search > Paid Search > Organic Search > Direct,33,"$3,967.71 "
Organic Search > Paid Search > Organic Search > Paid Search > Other Advertising,33,"$3,287.52 "
Organic Search > Paid Search > Other Advertising > Paid Search > Other Advertising,33,"$3,014.45 "
Organic Search > Organic Search > Direct > Organic Search > Paid Search,33,"$3,261.04 "
Organic Search > Organic Search > Organic Search > Paid Search > Direct,33,"$3,025.31 "
Social Network > Direct > Direct > Direct,33,"$3,803.95 "
Social Network > Display,33,"$2,266.53 "
Other Advertising > Direct > Other Advertising > Direct > Direct > Other Advertising,33,"$4,877.45 "
Other Advertising > Direct > Other Advertising > Organic Search,33,"$3,491.82 "
Other Advertising > Display > Organic Search,33,"$3,507.74 "
Other Advertising > Paid Search > Paid Search > Direct > Other Advertising,33,"$3,069.12 "
Other Advertising > Organic Search > Display,33,"$3,266.04 "
Other Advertising > Other Advertising > (unavailable),33,"$3,218.30 "
Paid Search > Direct > Paid Search > Direct > Paid Search > Direct > Paid Search,32,"$2,792.00 "
Paid Search > Direct > Paid Search > Direct > Display > Direct,32,"$2,639.32 "
Paid Search > Direct > Direct > Direct > Direct > Display > Direct > Direct,32,"$2,775.30 "
Paid Search > Direct > Direct > Direct > Other Advertising > Direct > Direct,32,"$3,305.78 "
Paid Search > Direct > Other Advertising > Direct > Paid Search,32,"$5,354.08 "
Paid Search > Direct > Other Advertising > Direct > Direct > Direct > Direct,32,"$3,154.31 "
Paid Search > Direct > Other Advertising > Organic Search > Other Advertising,32,"$4,534.45 "
Paid Search > Email > Direct > Paid Search > Direct,32,"$3,009.62 "
Paid Search > Email > Email > Organic Search,32,"$2,348.29 "
Paid Search > Display > Paid Search > Paid Search > Direct > Direct,32,"$4,180.59 "
Paid Search > Referral > Paid Search > Direct > Paid Search,32,"$3,637.59 "
Paid Search > Paid Search > Direct > Direct > Paid Search > Other Advertising,32,"$3,790.14 "
Paid Search > Paid Search > Direct > Direct > Direct > Email,32,"$3,547.53 "
Paid Search > Paid Search > Direct > Display > Display > Display,32,"$3,001.44 "
Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search > Direct > Paid Search,32,"$4,062.86 "
Paid Search > Paid Search > Display > Display > Paid Search > Direct,32,"$3,062.05 "
Paid Search > Paid Search > Paid Search > Paid Search > Email > Email,32,"$2,219.35 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > (unavailable),32,"$2,641.16 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search,32,"$2,876.94 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Direct,32,"$3,094.47 "
Paid Search > Paid Search > Paid Search > Direct > Direct > Paid Search > Direct > Direct,32,"$3,601.20 "
Paid Search > Paid Search > Paid Search > Direct > Paid Search > Direct > Direct > Direct,32,"$3,817.53 "
Paid Search > Paid Search > Paid Search > Direct > Paid Search > Display,32,"$3,010.34 "
Paid Search > Paid Search > Paid Search > Display > Direct > Direct > Direct,32,"$4,000.80 "
Paid Search > Paid Search > Paid Search > Organic Search > Paid Search > Other Advertising,32,"$2,400.72 "
Paid Search > Paid Search > Other Advertising > Paid Search > Other Advertising > Other Advertising,32,"$3,768.60 "
Paid Search > Paid Search > Other Advertising > Email,32,"$4,057.07 "
Paid Search > Paid Search > Other Advertising > Other Advertising > Paid Search > Other Advertising,32,"$3,530.33 "
Paid Search > Organic Search > Email > Organic Search,32,"$2,879.92 "
Paid Search > Organic Search > Display > Display > Paid Search,32,"$3,110.72 "
Paid Search > Organic Search > Paid Search > Paid Search > Paid Search > Paid Search > Organic Search,32,"$3,307.26 "
Paid Search > Other Advertising > Direct > Display,32,"$2,450.82 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,32,"$3,469.77 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Display > Direct,32,"$3,512.90 "
Direct > Direct > Direct > Direct > Direct > Display > Direct > Direct > Direct > Direct > Direct > Direct > Direct,32,"$4,665.94 "
Direct > Direct > Direct > Direct > Direct > Organic Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct,32,"$2,962.20 "
Direct > Direct > Direct > Direct > Display > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,32,"$3,181.35 "
Direct > Direct > Direct > Direct > Display > Direct > Other Advertising,32,"$2,880.74 "
Direct > Direct > Direct > Direct > Referral > Direct > Direct > Direct > Direct > Direct > Direct,32,"$3,380.97 "
Direct > Direct > Direct > Direct > Referral > Other Advertising,32,"$3,528.51 "
Direct > Direct > Direct > Display > Direct > Display > Direct > Direct,32,"$3,155.04 "
Direct > Direct > Direct > Display > Paid Search > Direct,32,"$3,970.36 "
Direct > Direct > Display > Direct > Email,32,"$3,241.30 "
Direct > Direct > Referral > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,32,"$2,717.98 "
Direct > Direct > Paid Search > Referral > Direct,32,"$3,362.50 "
Direct > Direct > Organic Search > Direct > Referral,32,"$3,216.28 "
Direct > Direct > Other Advertising > Other Advertising > Direct > Direct > Direct,32,"$2,927.04 "
Direct > Email > Paid Search > Organic Search,32,"$2,862.85 "
Direct > Email > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,32,"$3,800.31 "
Direct > Email > Direct > Email > Email > Email > Email,32,"$2,479.57 "
Direct > Email > Email > Organic Search,32,"$2,604.23 "
Direct > Display > Direct > Direct > Display > Direct > Direct > Direct,32,"$4,044.74 "
Direct > Display > Organic Search > Other Advertising,32,"$2,455.95 "
Direct > Referral > Referral > Direct > Direct > Direct,32,"$3,030.40 "
Direct > Paid Search > Paid Search > Paid Search > Paid Search > Organic Search,32,"$3,744.84 "
Direct > Paid Search > Email > Email > Email,32,"$2,496.37 "
Direct > Paid Search > Display > Display > Display,32,"$2,541.27 "
Direct > Paid Search > Other Advertising > Other Advertising > Other Advertising > Other Advertising,32,"$2,990.52 "
Direct > Organic Search > Direct > Display > Direct,32,"$3,024.08 "
Direct > Organic Search > Display > Organic Search,32,"$3,082.31 "
Direct > Organic Search > Other Advertising > Organic Search > Other Advertising,32,"$3,151.76 "
Direct > Other Advertising > Paid Search > Paid Search > Paid Search,32,"$2,463.18 "
Direct > Other Advertising > Direct > Direct > Direct > Direct > Direct > Other Advertising,32,"$2,645.07 "
Direct > Other Advertising > Direct > Display > Other Advertising,32,"$2,562.15 "
Direct > Other Advertising > Email > Direct,32,"$2,945.71 "
Email > Direct > Direct > Direct > Direct > Email > Direct > Direct,32,"$2,190.16 "
Email > Direct > Direct > Email > Direct > Email > Direct,32,"$2,230.50 "
Email > Direct > Email > Email > Direct > Email > Direct,32,"$3,157.91 "
Email > Email > Email > Paid Search > Paid Search > Email,32,"$2,506.08 "
Email > Email > Email > Email > Direct > Referral,32,"$4,152.18 "
Email > Email > Display > Referral,32,"$3,328.86 "
Email > Paid Search > Direct > Display,32,"$2,944.59 "
Email > Paid Search > Direct > Organic Search,32,"$2,850.32 "
Email > Paid Search > Email > Paid Search > Paid Search > Paid Search,32,"$3,111.73 "
Email > Other Advertising > Display > Other Advertising,32,"$2,855.43 "
Display > Email > Email > Email > Email,32,"$3,016.12 "
Display > Display > Direct > Direct > Direct > Direct > Direct > Direct,32,"$2,784.31 "
Referral > Referral > Referral > Referral > Referral > Referral,32,"$4,004.36 "
Organic Search > Direct > Paid Search > Organic Search > Organic Search,32,"$3,158.18 "
Organic Search > Direct > Direct > Direct > Direct > Display,32,"$3,031.06 "
Organic Search > Direct > Direct > Organic Search > Other Advertising,32,"$2,361.43 "
Organic Search > Direct > Organic Search > Direct > Organic Search > Organic Search,32,"$3,259.66 "
Organic Search > Direct > Organic Search > Email,32,"$2,573.12 "
Organic Search > Email > Email > Email > Email,32,"$2,336.02 "
Organic Search > Display > Display > Display > Paid Search,32,"$3,119.79 "
Organic Search > Paid Search > Paid Search > Organic Search > Paid Search > Direct,32,"$2,571.80 "
Organic Search > Paid Search > Organic Search > Paid Search > Direct > Paid Search,32,"$4,029.12 "
Organic Search > Paid Search > Organic Search > Direct > Paid Search > Organic Search,32,"$2,451.90 "
Organic Search > Organic Search > Email > Email,32,"$2,600.35 "
Organic Search > Other Advertising > Direct > Paid Search,32,"$2,983.60 "
Organic Search > Other Advertising > Display > Other Advertising,32,"$2,720.01 "
Organic Search > Other Advertising > Organic Search > Organic Search > Other Advertising,32,"$3,095.82 "
Organic Search > Other Advertising > Organic Search > Other Advertising > Direct,32,"$4,227.57 "
Other Advertising > (unavailable) > (unavailable),32,"$2,464.31 "
Other Advertising > (unavailable) > Other Advertising > Other Advertising,32,"$2,693.60 "
Other Advertising > Direct > Direct > Display > Other Advertising,32,"$3,626.75 "
Other Advertising > Direct > Other Advertising > Direct > Other Advertising > Direct,32,"$2,358.28 "
Other Advertising > Display > Display > Display,32,"$2,328.33 "
Other Advertising > Referral > Direct > Other Advertising,32,"$3,964.62 "
Other Advertising > Paid Search > Direct > Other Advertising > Other Advertising,32,"$2,408.72 "
Other Advertising > Paid Search > Paid Search > Organic Search,32,"$2,680.57 "
Other Advertising > Other Advertising > Direct > Display,32,"$3,055.85 "
Other Advertising > Other Advertising > Direct > Other Advertising > Direct > Direct,32,"$3,254.13 "
Other Advertising > Other Advertising > Other Advertising > Organic Search > Other Advertising,32,"$3,047.45 "
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising,31,"$3,142.96 "
Paid Search > Direct > Direct > Paid Search > Other Advertising > Other Advertising,31,"$3,774.97 "
Paid Search > Direct > Direct > Organic Search > Paid Search > Direct,31,"$2,985.14 "
Paid Search > Email > Direct > Display,31,"$2,724.46 "
Paid Search > Email > Email > Email > Direct > Email,31,"$4,467.40 "
Paid Search > Email > Organic Search > Paid Search,31,"$2,495.05 "
Paid Search > Referral > Direct > Direct > Paid Search,31,"$5,670.68 "
Paid Search > Referral > Other Advertising > Direct,31,"$2,376.84 "
Paid Search > Paid Search > Direct > Direct > Direct > Direct > Paid Search > Direct,31,"$3,112.63 "
Paid Search > Paid Search > Direct > Display > Paid Search > Direct,31,"$3,599.88 "
Paid Search > Paid Search > Direct > Display > Direct > Direct > Direct,31,"$2,889.76 "
Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Organic Search,31,"$2,986.88 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Display > Direct,31,"$3,332.13 "
Paid Search > Paid Search > Paid Search > (unavailable) > Paid Search > Paid Search,31,"$2,838.23 "
Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Search,31,"$2,974.53 "
Paid Search > Paid Search > Paid Search > Display > Paid Search > Paid Search > Direct,31,"$2,640.46 "
Paid Search > Paid Search > Paid Search > Organic Search > Display > Paid Search,31,"$2,922.19 "
Paid Search > Paid Search > Paid Search > Organic Search > Paid Search > Direct > Paid Search,31,"$4,772.68 "
Paid Search > Paid Search > Paid Search > Other Advertising > Paid Search > Paid Search > Paid Search,31,"$2,421.67 "
Paid Search > Organic Search > Paid Search > Direct > Direct > Paid Search,31,"$3,263.67 "
Paid Search > Other Advertising > Direct > Other Advertising > Other Advertising > Other Advertising,31,"$3,164.09 "
(unavailable) > Direct > Email,31,"$2,121.52 "
(unavailable) > Display > Other Advertising,31,"$2,375.22 "
(unavailable) > Paid Search > Paid Search > Organic Search,31,"$2,370.46 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Display > Direct > Direct,31,"$2,107.06 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Paid Search > Direct > Direct,31,"$2,835.57 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Referral > Direct,31,"$5,686.24 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising > Direct > Direct,31,"$4,522.17 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct,31,"$3,927.76 "
Direct > Direct > Direct > Direct > Other Advertising > Direct > Direct > Other Advertising,31,"$2,302.56 "
Direct > Direct > Direct > Other Advertising > Direct > Direct > Direct > Other Advertising,31,"$2,995.95 "
Direct > Direct > Paid Search > Display > Paid Search,31,"$2,326.48 "
Direct > Direct > Paid Search > Paid Search > Direct > Direct > Direct > Direct > Direct,31,"$3,351.78 "
Direct > Email > Direct > Direct > Organic Search,31,"$2,680.04 "
Direct > Display > Display > Paid Search > Paid Search,31,"$4,017.28 "
Direct > Display > Display > Direct > Display > Direct > Direct,31,"$2,217.48 "
Direct > Referral > Direct > Referral > Direct,31,"$3,963.89 "
Direct > Paid Search > Direct > Organic Search > Direct > Direct,31,"$2,943.34 "
Direct > Paid Search > Direct > Other Advertising > Other Advertising > Other Advertising,31,"$3,278.14 "
Direct > Organic Search > Direct > Organic Search > Organic Search,31,"$2,517.21 "
Direct > Other Advertising > Other Advertising > Other Advertising > Other Advertising > Other Advertising > Other Advertising > Other Advertising,31,"$2,242.43 "
Email > Direct > Paid Search > Direct > Direct > Direct,31,"$2,465.00 "
Email > Direct > Direct > Direct > Paid Search > Direct,31,"$2,931.34 "
